movieid,name,genres_general,genres
"8609","Our Hospitality (1923)","Comedy","Comedy"
"8610","All of Me (1984)","Comedy|Fantasy","Comedy"
"8610","All of Me (1984)","Comedy|Fantasy","Fantasy"
"8611","Farmer's Daughter, The (1947)","Comedy","Comedy"
"8614","Overboard (1987)","Comedy|Romance","Comedy"
"8614","Overboard (1987)","Comedy|Romance","Romance"
"8617","Butterfield 8 (1960)","Drama","Drama"
"8620","Exterminating Angel, The (Ángel exterminador, El) (1962)","Comedy|Drama|Fantasy|Mystery","Comedy"
"8620","Exterminating Angel, The (Ángel exterminador, El) (1962)","Comedy|Drama|Fantasy|Mystery","Drama"
"8620","Exterminating Angel, The (Ángel exterminador, El) (1962)","Comedy|Drama|Fantasy|Mystery","Fantasy"
"8620","Exterminating Angel, The (Ángel exterminador, El) (1962)","Comedy|Drama|Fantasy|Mystery","Mystery"
"8622","Fahrenheit 9/11 (2004)","Documentary","Documentary"
"8623","Roxanne (1987)","Comedy|Romance","Comedy"
"8623","Roxanne (1987)","Comedy|Romance","Romance"
"8626","Dr. Terror's House of Horrors (1965)","Horror|Sci-Fi","Horror"
"8626","Dr. Terror's House of Horrors (1965)","Horror|Sci-Fi","Sci-Fi"
"8632","Secret Society (2002)","Comedy","Comedy"
"8633","Last Starfighter, The (1984)","Action|Adventure|Comedy|Sci-Fi","Action"
"8633","Last Starfighter, The (1984)","Action|Adventure|Comedy|Sci-Fi","Adventure"
"8633","Last Starfighter, The (1984)","Action|Adventure|Comedy|Sci-Fi","Comedy"
"8633","Last Starfighter, The (1984)","Action|Adventure|Comedy|Sci-Fi","Sci-Fi"
"8636","Spider-Man 2 (2004)","Action|Adventure|Sci-Fi|IMAX","Action"
"8636","Spider-Man 2 (2004)","Action|Adventure|Sci-Fi|IMAX","Adventure"
"8636","Spider-Man 2 (2004)","Action|Adventure|Sci-Fi|IMAX","IMAX"
"8636","Spider-Man 2 (2004)","Action|Adventure|Sci-Fi|IMAX","Sci-Fi"
"8638","Before Sunset (2004)","Drama|Romance","Drama"
"8638","Before Sunset (2004)","Drama|Romance","Romance"
"8640","King Arthur (2004)","Action|Adventure|Drama|War","Action"
"8640","King Arthur (2004)","Action|Adventure|Drama|War","Adventure"
"8640","King Arthur (2004)","Action|Adventure|Drama|War","Drama"
"8640","King Arthur (2004)","Action|Adventure|Drama|War","War"
"8641","Anchorman: The Legend of Ron Burgundy (2004)","Comedy","Comedy"
"8643","Cinderella Story, A (2004)","Comedy|Romance","Comedy"
"8643","Cinderella Story, A (2004)","Comedy|Romance","Romance"
"8644","I, Robot (2004)","Action|Adventure|Sci-Fi|Thriller","Action"
"8644","I, Robot (2004)","Action|Adventure|Sci-Fi|Thriller","Adventure"
"8644","I, Robot (2004)","Action|Adventure|Sci-Fi|Thriller","Sci-Fi"
"8644","I, Robot (2004)","Action|Adventure|Sci-Fi|Thriller","Thriller"
"8645","Maria Full of Grace (Maria, Llena eres de gracia) (2004)","Crime|Drama","Crime"
"8645","Maria Full of Grace (Maria, Llena eres de gracia) (2004)","Crime|Drama","Drama"
"8650","Long Day's Journey Into Night (1962)","Drama","Drama"
"8656","Short Film About Killing, A (Krótki film o zabijaniu) (1988)","Crime|Drama","Crime"
"8656","Short Film About Killing, A (Krótki film o zabijaniu) (1988)","Crime|Drama","Drama"
"8665","Bourne Supremacy, The (2004)","Action|Crime|Thriller","Action"
"8665","Bourne Supremacy, The (2004)","Action|Crime|Thriller","Crime"
"8665","Bourne Supremacy, The (2004)","Action|Crime|Thriller","Thriller"
"8666","Catwoman (2004)","Action|Crime|Fantasy","Action"
"8666","Catwoman (2004)","Action|Crime|Fantasy","Crime"
"8666","Catwoman (2004)","Action|Crime|Fantasy","Fantasy"
"8667","A Home at the End of the World (2004)","Drama|Romance","Drama"
"8667","A Home at the End of the World (2004)","Drama|Romance","Romance"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Crime|Horror|Mystery|Thriller","Crime"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Crime|Horror|Mystery|Thriller","Horror"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Crime|Horror|Mystery|Thriller","Mystery"
"8670","Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Crime|Horror|Mystery|Thriller","Thriller"
"8677","Flash Gordon Conquers the Universe (1940)","Action|Sci-Fi","Action"
"8677","Flash Gordon Conquers the Universe (1940)","Action|Sci-Fi","Sci-Fi"
"8684","Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)","Adventure|Drama","Adventure"
"8684","Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)","Adventure|Drama","Drama"
"8685","Miracle of Marcelino, The (Marcelino pan y vino) (1955)","Comedy|Drama","Comedy"
"8685","Miracle of Marcelino, The (Marcelino pan y vino) (1955)","Comedy|Drama","Drama"
"8690","Slaughterhouse-Five (1972)","Comedy|Drama|Sci-Fi|War","Comedy"
"8690","Slaughterhouse-Five (1972)","Comedy|Drama|Sci-Fi|War","Drama"
"8690","Slaughterhouse-Five (1972)","Comedy|Drama|Sci-Fi|War","Sci-Fi"
"8690","Slaughterhouse-Five (1972)","Comedy|Drama|Sci-Fi|War","War"
"8695","Bachelor and the Bobby-Soxer, The (1947)","Comedy","Comedy"
"8711","Mr. Blandings Builds His Dream House (1948)","Comedy","Comedy"
"8712","My Favorite Wife (1940)","Comedy|Romance","Comedy"
"8712","My Favorite Wife (1940)","Comedy|Romance","Romance"
"8713","New Adventures of Pippi Longstocking, The (1988)","Adventure|Children|Fantasy|Musical","Adventure"
"8713","New Adventures of Pippi Longstocking, The (1988)","Adventure|Children|Fantasy|Musical","Children"
"8713","New Adventures of Pippi Longstocking, The (1988)","Adventure|Children|Fantasy|Musical","Fantasy"
"8713","New Adventures of Pippi Longstocking, The (1988)","Adventure|Children|Fantasy|Musical","Musical"
"8714","Night and Day (1946)","Drama|Musical","Drama"
"8714","Night and Day (1946)","Drama|Musical","Musical"
"8718","Snake Pit, The (1948)","Drama","Drama"
"8720","Super, The (1991)","Comedy","Comedy"
"8724","Leopard, The (Gattopardo, Il) (1963)","Drama|War","Drama"
"8724","Leopard, The (Gattopardo, Il) (1963)","Drama|War","War"
"8727","Day of the Locust, The (1975)","Drama","Drama"
"8730","To End All Wars (2001)","Action|Drama|War","Action"
"8730","To End All Wars (2001)","Action|Drama|War","Drama"
"8730","To End All Wars (2001)","Action|Drama|War","War"
"8738","Woman Is a Woman, A (femme est une femme, Une) (1961)","Comedy|Drama|Musical|Romance","Comedy"
"8738","Woman Is a Woman, A (femme est une femme, Une) (1961)","Comedy|Drama|Musical|Romance","Drama"
"8738","Woman Is a Woman, A (femme est une femme, Une) (1961)","Comedy|Drama|Musical|Romance","Musical"
"8738","Woman Is a Woman, A (femme est une femme, Une) (1961)","Comedy|Drama|Musical|Romance","Romance"
"8743","Biggles (1986)","Adventure|Fantasy|Sci-Fi","Adventure"
"8743","Biggles (1986)","Adventure|Fantasy|Sci-Fi","Fantasy"
"8743","Biggles (1986)","Adventure|Fantasy|Sci-Fi","Sci-Fi"
"8748","Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)","Comedy","Comedy"
"8753","Unprecedented: The 2000 Presidential Election (2002)","Documentary","Documentary"
"8754","Prime of Miss Jean Brodie, The (1969)","Drama","Drama"
"8755","My Voyage to Italy (Il mio viaggio in Italia) (1999)","Documentary","Documentary"
"8765","This Gun for Hire (1942)","Crime|Film-Noir|Thriller","Crime"
"8765","This Gun for Hire (1942)","Crime|Film-Noir|Thriller","Film-Noir"
"8765","This Gun for Hire (1942)","Crime|Film-Noir|Thriller","Thriller"
"8771","Sherlock Holmes: Terror by Night (1946)","Crime|Mystery|Thriller","Crime"
"8771","Sherlock Holmes: Terror by Night (1946)","Crime|Mystery|Thriller","Mystery"
"8771","Sherlock Holmes: Terror by Night (1946)","Crime|Mystery|Thriller","Thriller"
"8772","Spy Who Came in from the Cold, The (1965)","Drama|Thriller","Drama"
"8772","Spy Who Came in from the Cold, The (1965)","Drama|Thriller","Thriller"
"8773","Sherlock Holmes and the Secret Weapon (1942)","Crime|Mystery|Thriller","Crime"
"8773","Sherlock Holmes and the Secret Weapon (1942)","Crime|Mystery|Thriller","Mystery"
"8773","Sherlock Holmes and the Secret Weapon (1942)","Crime|Mystery|Thriller","Thriller"
"8774","Sherlock Holmes: The Woman in Green (1945)","Mystery","Mystery"
"8778","Sherlock Holmes: Dressed to Kill (1946)","Crime|Mystery","Crime"
"8778","Sherlock Holmes: Dressed to Kill (1946)","Crime|Mystery","Mystery"
"8781","Manchurian Candidate, The (2004)","Thriller","Thriller"
"8782","Thunderbirds (2004)","Action|Adventure|Fantasy|Sci-Fi","Action"
"8782","Thunderbirds (2004)","Action|Adventure|Fantasy|Sci-Fi","Adventure"
"8782","Thunderbirds (2004)","Action|Adventure|Fantasy|Sci-Fi","Fantasy"
"8782","Thunderbirds (2004)","Action|Adventure|Fantasy|Sci-Fi","Sci-Fi"
"8783","Village, The (2004)","Drama|Mystery|Thriller","Drama"
"8783","Village, The (2004)","Drama|Mystery|Thriller","Mystery"
"8783","Village, The (2004)","Drama|Mystery|Thriller","Thriller"
"8784","Garden State (2004)","Comedy|Drama|Romance","Comedy"
"8784","Garden State (2004)","Comedy|Drama|Romance","Drama"
"8784","Garden State (2004)","Comedy|Drama|Romance","Romance"
"8795","Musa the Warrior (Musa) (2001)","Action|Adventure|Drama|War","Action"
"8795","Musa the Warrior (Musa) (2001)","Action|Adventure|Drama|War","Adventure"
"8795","Musa the Warrior (Musa) (2001)","Action|Adventure|Drama|War","Drama"
"8795","Musa the Warrior (Musa) (2001)","Action|Adventure|Drama|War","War"
"8796","Funny Thing Happened on the Way to the Forum, A (1966)","Comedy|Musical","Comedy"
"8796","Funny Thing Happened on the Way to the Forum, A (1966)","Comedy|Musical","Musical"
"8798","Collateral (2004)","Action|Crime|Drama|Thriller","Action"
"8798","Collateral (2004)","Action|Crime|Drama|Thriller","Crime"
"8798","Collateral (2004)","Action|Crime|Drama|Thriller","Drama"
"8798","Collateral (2004)","Action|Crime|Drama|Thriller","Thriller"
"8799","Little Black Book (2004)","Comedy|Romance","Comedy"
"8799","Little Black Book (2004)","Comedy|Romance","Romance"
"8800","Code 46 (2003)","Romance|Sci-Fi","Romance"
"8800","Code 46 (2003)","Romance|Sci-Fi","Sci-Fi"
"8804","Story of Women (Affaire de femmes, Une) (1988)","Drama","Drama"
"8807","Harold and Kumar Go to White Castle (2004)","Adventure|Comedy","Adventure"
"8807","Harold and Kumar Go to White Castle (2004)","Adventure|Comedy","Comedy"
"8808","Princess Diaries 2: Royal Engagement, The (2004)","Comedy|Romance","Comedy"
"8808","Princess Diaries 2: Royal Engagement, The (2004)","Comedy|Romance","Romance"
"8809","Danny Deckchair (2003)","Comedy|Romance","Comedy"
"8809","Danny Deckchair (2003)","Comedy|Romance","Romance"
"8810","AVP: Alien vs. Predator (2004)","Action|Horror|Sci-Fi|Thriller","Action"
"8810","AVP: Alien vs. Predator (2004)","Action|Horror|Sci-Fi|Thriller","Horror"
"8810","AVP: Alien vs. Predator (2004)","Action|Horror|Sci-Fi|Thriller","Sci-Fi"
"8810","AVP: Alien vs. Predator (2004)","Action|Horror|Sci-Fi|Thriller","Thriller"
"8813","We Don't Live Here Anymore (2004)","Drama","Drama"
"8814","Without a Paddle (2004)","Comedy","Comedy"
"8815","Exorcist: The Beginning (2004)","Horror|Thriller","Horror"
"8815","Exorcist: The Beginning (2004)","Horror|Thriller","Thriller"
"8827","Bill Cosby, Himself (1983)","Comedy|Documentary","Comedy"
"8827","Bill Cosby, Himself (1983)","Comedy|Documentary","Documentary"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)","Adventure|Drama|Horror|Sci-Fi|Thriller","Adventure"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)","Adventure|Drama|Horror|Sci-Fi|Thriller","Drama"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)","Adventure|Drama|Horror|Sci-Fi|Thriller","Horror"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)","Adventure|Drama|Horror|Sci-Fi|Thriller","Sci-Fi"
"8830","Anacondas: The Hunt for the Blood Orchid (2004)","Adventure|Drama|Horror|Sci-Fi|Thriller","Thriller"
"8831","Suspect Zero (2004)","Crime|Thriller","Crime"
"8831","Suspect Zero (2004)","Crime|Thriller","Thriller"
"8832","Warriors of Heaven and Earth (Tian di ying xiong) (2003)","Action|Adventure|Drama","Action"
"8832","Warriors of Heaven and Earth (Tian di ying xiong) (2003)","Action|Adventure|Drama","Adventure"
"8832","Warriors of Heaven and Earth (Tian di ying xiong) (2003)","Action|Adventure|Drama","Drama"
"8833","Vanity Fair (2004)","Drama|Romance","Drama"
"8833","Vanity Fair (2004)","Drama|Romance","Romance"
"8835","Paparazzi (2004)","Drama|Thriller","Drama"
"8835","Paparazzi (2004)","Drama|Thriller","Thriller"
"8836","Wicker Park (2004)","Drama|Romance|Thriller","Drama"
"8836","Wicker Park (2004)","Drama|Romance|Thriller","Romance"
"8836","Wicker Park (2004)","Drama|Romance|Thriller","Thriller"
"8838","Alice Doesn't Live Here Anymore (1974)","Drama|Romance","Drama"
"8838","Alice Doesn't Live Here Anymore (1974)","Drama|Romance","Romance"
"8840","Who's That Knocking at My Door? (1967)","Drama","Drama"
"8844","Camera Buff (Amator) (1979)","Drama","Drama"
"8848","Vitelloni, I (a.k.a. The Young and the Passionate) (1953)","Drama","Drama"
"8860","Cellular (2004)","Action|Crime|Drama|Mystery|Thriller","Action"
"8860","Cellular (2004)","Action|Crime|Drama|Mystery|Thriller","Crime"
"8860","Cellular (2004)","Action|Crime|Drama|Mystery|Thriller","Drama"
"8860","Cellular (2004)","Action|Crime|Drama|Mystery|Thriller","Mystery"
"8860","Cellular (2004)","Action|Crime|Drama|Mystery|Thriller","Thriller"
"8861","Resident Evil: Apocalypse (2004)","Action|Horror|Sci-Fi|Thriller","Action"
"8861","Resident Evil: Apocalypse (2004)","Action|Horror|Sci-Fi|Thriller","Horror"
"8861","Resident Evil: Apocalypse (2004)","Action|Horror|Sci-Fi|Thriller","Sci-Fi"
"8861","Resident Evil: Apocalypse (2004)","Action|Horror|Sci-Fi|Thriller","Thriller"
"8864","Mr. 3000 (2004)","Comedy|Drama","Comedy"
"8864","Mr. 3000 (2004)","Comedy|Drama","Drama"
"8865","Sky Captain and the World of Tomorrow (2004)","Action|Adventure|Sci-Fi","Action"
"8865","Sky Captain and the World of Tomorrow (2004)","Action|Adventure|Sci-Fi","Adventure"
"8865","Sky Captain and the World of Tomorrow (2004)","Action|Adventure|Sci-Fi","Sci-Fi"
"8866","Wimbledon (2004)","Comedy|Romance","Comedy"
"8866","Wimbledon (2004)","Comedy|Romance","Romance"
"8869","First Daughter (2004)","Comedy|Romance","Comedy"
"8869","First Daughter (2004)","Comedy|Romance","Romance"
"8870","Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller","Drama"
"8870","Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller","Mystery"
"8870","Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller","Sci-Fi"
"8870","Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller","Thriller"
"8873","Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Adventure|Drama","Adventure"
"8873","Motorcycle Diaries, The (Diarios de motocicleta) (2004)","Adventure|Drama","Drama"
"8874","Shaun of the Dead (2004)","Comedy|Horror","Comedy"
"8874","Shaun of the Dead (2004)","Comedy|Horror","Horror"
"8875","Come Back, Little Sheba (1952)","Drama","Drama"
"8879","Murder on the Orient Express (1974)","Crime|Mystery|Thriller","Crime"
"8879","Murder on the Orient Express (1974)","Crime|Mystery|Thriller","Mystery"
"8879","Murder on the Orient Express (1974)","Crime|Mystery|Thriller","Thriller"
"8880","Mask (1985)","Drama","Drama"
"8894","Orca: The Killer Whale (1977)","Action|Drama|Horror|Thriller","Action"
"8894","Orca: The Killer Whale (1977)","Action|Drama|Horror|Thriller","Drama"
"8894","Orca: The Killer Whale (1977)","Action|Drama|Horror|Thriller","Horror"
"8894","Orca: The Killer Whale (1977)","Action|Drama|Horror|Thriller","Thriller"
"8905","1492: Conquest of Paradise (1992)","Adventure|Drama","Adventure"
"8905","1492: Conquest of Paradise (1992)","Adventure|Drama","Drama"
"8906","Cannibal Holocaust (1980)","Horror","Horror"
"8907","Shark Tale (2004)","Animation|Children|Comedy","Animation"
"8907","Shark Tale (2004)","Animation|Children|Comedy","Children"
"8907","Shark Tale (2004)","Animation|Children|Comedy","Comedy"
"8908","Ladder 49 (2004)","Action|Drama|Thriller","Action"
"8908","Ladder 49 (2004)","Action|Drama|Thriller","Drama"
"8908","Ladder 49 (2004)","Action|Drama|Thriller","Thriller"
"8910","I Heart Huckabees (2004)","Comedy","Comedy"
"8911","Raise Your Voice (2004)","Romance","Romance"
"8912","Taxi (2004)","Action|Comedy","Action"
"8912","Taxi (2004)","Action|Comedy","Comedy"
"8914","Primer (2004)","Drama|Sci-Fi","Drama"
"8914","Primer (2004)","Drama|Sci-Fi","Sci-Fi"
"8915","Stage Beauty (2004)","Drama","Drama"
"8916","Shall We Dance? (2004)","Comedy|Romance","Comedy"
"8916","Shall We Dance? (2004)","Comedy|Romance","Romance"
"8917","Team America: World Police (2004)","Action|Adventure|Animation|Comedy","Action"
"8917","Team America: World Police (2004)","Action|Adventure|Animation|Comedy","Adventure"
"8917","Team America: World Police (2004)","Action|Adventure|Animation|Comedy","Animation"
"8917","Team America: World Police (2004)","Action|Adventure|Animation|Comedy","Comedy"
"8918","Eulogy (2004)","Comedy|Crime|Drama","Comedy"
"8918","Eulogy (2004)","Comedy|Crime|Drama","Crime"
"8918","Eulogy (2004)","Comedy|Crime|Drama","Drama"
"8919","P.S. (2004)","Comedy|Drama|Fantasy|Romance","Comedy"
"8919","P.S. (2004)","Comedy|Drama|Fantasy|Romance","Drama"
"8919","P.S. (2004)","Comedy|Drama|Fantasy|Romance","Fantasy"
"8919","P.S. (2004)","Comedy|Drama|Fantasy|Romance","Romance"
"8920","Country Girl, The (1954)","Drama","Drama"
"8921","Rose Tattoo, The (1955)","Drama|Romance","Drama"
"8921","Rose Tattoo, The (1955)","Drama|Romance","Romance"
"8928","Fearless Vampire Killers, The (1967)","Comedy|Horror","Comedy"
"8928","Fearless Vampire Killers, The (1967)","Comedy|Horror","Horror"
"8933","Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)","Comedy|Drama","Comedy"
"8933","Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)","Comedy|Drama","Drama"
"8934","Bebe's Kids (1992)","Animation|Children|Comedy","Animation"
"8934","Bebe's Kids (1992)","Animation|Children|Comedy","Children"
"8934","Bebe's Kids (1992)","Animation|Children|Comedy","Comedy"
"8937","Friday Night Lights (2004)","Action|Drama","Action"
"8937","Friday Night Lights (2004)","Action|Drama","Drama"
"8938","Tarnation (2003)","Documentary","Documentary"
"8939","Final Cut, The (2004)","Sci-Fi|Thriller","Sci-Fi"
"8939","Final Cut, The (2004)","Sci-Fi|Thriller","Thriller"
"8943","Being Julia (2004)","Comedy|Drama","Comedy"
"8943","Being Julia (2004)","Comedy|Drama","Drama"
"8946","Surviving Christmas (2004)","Comedy","Comedy"
"8947","Grudge, The (2004)","Horror|Mystery|Thriller","Horror"
"8947","Grudge, The (2004)","Horror|Mystery|Thriller","Mystery"
"8947","Grudge, The (2004)","Horror|Mystery|Thriller","Thriller"
"8948","Alfie (2004)","Comedy|Drama|Romance","Comedy"
"8948","Alfie (2004)","Comedy|Drama|Romance","Drama"
"8948","Alfie (2004)","Comedy|Drama|Romance","Romance"
"8949","Sideways (2004)","Comedy|Drama|Romance","Comedy"
"8949","Sideways (2004)","Comedy|Drama|Romance","Drama"
"8949","Sideways (2004)","Comedy|Drama|Romance","Romance"
"8950","The Machinist (2004)","Drama|Mystery|Thriller","Drama"
"8950","The Machinist (2004)","Drama|Mystery|Thriller","Mystery"
"8950","The Machinist (2004)","Drama|Mystery|Thriller","Thriller"
"8951","Vera Drake (2004)","Drama","Drama"
"8952","Falling Angels (2003)","Drama","Drama"
"8954","Lightning in a Bottle (2004)","Documentary","Documentary"
"8955","Undertow (2004)","Crime|Drama|Thriller","Crime"
"8955","Undertow (2004)","Crime|Drama|Thriller","Drama"
"8955","Undertow (2004)","Crime|Drama|Thriller","Thriller"
"8957","Saw (2004)","Horror|Mystery|Thriller","Horror"
"8957","Saw (2004)","Horror|Mystery|Thriller","Mystery"
"8957","Saw (2004)","Horror|Mystery|Thriller","Thriller"
"8958","Ray (2004)","Drama","Drama"
"8959","Birth (2004)","Drama|Mystery","Drama"
"8959","Birth (2004)","Drama|Mystery","Mystery"
"8961","Incredibles, The (2004)","Action|Adventure|Animation|Children|Comedy","Action"
"8961","Incredibles, The (2004)","Action|Adventure|Animation|Children|Comedy","Adventure"
"8961","Incredibles, The (2004)","Action|Adventure|Animation|Children|Comedy","Animation"
"8961","Incredibles, The (2004)","Action|Adventure|Animation|Children|Comedy","Children"
"8961","Incredibles, The (2004)","Action|Adventure|Animation|Children|Comedy","Comedy"
"8964","Callas Forever (2002)","Drama","Drama"
"8965","Polar Express, The (2004)","Adventure|Animation|Children|Fantasy|IMAX","Adventure"
"8965","Polar Express, The (2004)","Adventure|Animation|Children|Fantasy|IMAX","Animation"
"8965","Polar Express, The (2004)","Adventure|Animation|Children|Fantasy|IMAX","Children"
"8965","Polar Express, The (2004)","Adventure|Animation|Children|Fantasy|IMAX","Fantasy"
"8965","Polar Express, The (2004)","Adventure|Animation|Children|Fantasy|IMAX","IMAX"
"8966","Kinsey (2004)","Drama","Drama"
"8967","Seed of Chucky (Child's Play 5) (2004)","Comedy|Horror","Comedy"
"8967","Seed of Chucky (Child's Play 5) (2004)","Comedy|Horror","Horror"
"8968","After the Sunset (2004)","Action|Adventure|Comedy|Crime|Thriller","Action"
"8968","After the Sunset (2004)","Action|Adventure|Comedy|Crime|Thriller","Adventure"
"8968","After the Sunset (2004)","Action|Adventure|Comedy|Crime|Thriller","Comedy"
"8968","After the Sunset (2004)","Action|Adventure|Comedy|Crime|Thriller","Crime"
"8968","After the Sunset (2004)","Action|Adventure|Comedy|Crime|Thriller","Thriller"
"8969","Bridget Jones: The Edge of Reason (2004)","Comedy|Drama|Romance","Comedy"
"8969","Bridget Jones: The Edge of Reason (2004)","Comedy|Drama|Romance","Drama"
"8969","Bridget Jones: The Edge of Reason (2004)","Comedy|Drama|Romance","Romance"
"8970","Finding Neverland (2004)","Drama","Drama"
"8972","National Treasure (2004)","Action|Adventure|Drama|Mystery|Thriller","Action"
"8972","National Treasure (2004)","Action|Adventure|Drama|Mystery|Thriller","Adventure"
"8972","National Treasure (2004)","Action|Adventure|Drama|Mystery|Thriller","Drama"
"8972","National Treasure (2004)","Action|Adventure|Drama|Mystery|Thriller","Mystery"
"8972","National Treasure (2004)","Action|Adventure|Drama|Mystery|Thriller","Thriller"
"8973","Bad Education (La mala educación) (2004)","Drama|Thriller","Drama"
"8973","Bad Education (La mala educación) (2004)","Drama|Thriller","Thriller"
"8974","SpongeBob SquarePants Movie, The (2004)","Adventure|Animation|Children|Comedy","Adventure"
"8974","SpongeBob SquarePants Movie, The (2004)","Adventure|Animation|Children|Comedy","Animation"
"8974","SpongeBob SquarePants Movie, The (2004)","Adventure|Animation|Children|Comedy","Children"
"8974","SpongeBob SquarePants Movie, The (2004)","Adventure|Animation|Children|Comedy","Comedy"
"8977","Alexander (2004)","Action|Adventure|Drama|War","Action"
"8977","Alexander (2004)","Action|Adventure|Drama|War","Adventure"
"8977","Alexander (2004)","Action|Adventure|Drama|War","Drama"
"8977","Alexander (2004)","Action|Adventure|Drama|War","War"
"8978","Christmas with the Kranks (2004)","Children|Comedy","Children"
"8978","Christmas with the Kranks (2004)","Children|Comedy","Comedy"
"8979","Guerrilla: The Taking of Patty Hearst (2004)","Documentary","Documentary"
"8981","Closer (2004)","Drama|Romance","Drama"
"8981","Closer (2004)","Drama|Romance","Romance"
"8982","I Am David (2003)","Drama","Drama"
"8983","House of Flying Daggers (Shi mian mai fu) (2004)","Action|Drama|Romance","Action"
"8983","House of Flying Daggers (Shi mian mai fu) (2004)","Action|Drama|Romance","Drama"
"8983","House of Flying Daggers (Shi mian mai fu) (2004)","Action|Drama|Romance","Romance"
"8984","Ocean's Twelve (2004)","Action|Comedy|Crime|Thriller","Action"
"8984","Ocean's Twelve (2004)","Action|Comedy|Crime|Thriller","Comedy"
"8984","Ocean's Twelve (2004)","Action|Comedy|Crime|Thriller","Crime"
"8984","Ocean's Twelve (2004)","Action|Comedy|Crime|Thriller","Thriller"
"8985","Blade: Trinity (2004)","Action|Fantasy|Horror|Thriller","Action"
"8985","Blade: Trinity (2004)","Action|Fantasy|Horror|Thriller","Fantasy"
"8985","Blade: Trinity (2004)","Action|Fantasy|Horror|Thriller","Horror"
"8985","Blade: Trinity (2004)","Action|Fantasy|Horror|Thriller","Thriller"
"8987","Bush's Brain (2004)","Documentary","Documentary"
"8989","Damn Yankees! (1958)","Comedy|Musical","Comedy"
"8989","Damn Yankees! (1958)","Comedy|Musical","Musical"
"8998","That's Entertainment (1974)","Documentary","Documentary"
"9004","D.A.R.Y.L. (1985)","Adventure|Children|Sci-Fi","Adventure"
"9004","D.A.R.Y.L. (1985)","Adventure|Children|Sci-Fi","Children"
"9004","D.A.R.Y.L. (1985)","Adventure|Children|Sci-Fi","Sci-Fi"
"9005","Fire in the Sky (1993)","Drama|Mystery|Sci-Fi","Drama"
"9005","Fire in the Sky (1993)","Drama|Mystery|Sci-Fi","Mystery"
"9005","Fire in the Sky (1993)","Drama|Mystery|Sci-Fi","Sci-Fi"
"9008","Invisible Man Returns, The (1940)","Horror|Sci-Fi","Horror"
"9008","Invisible Man Returns, The (1940)","Horror|Sci-Fi","Sci-Fi"
"9010","Love Me If You Dare (Jeux d'enfants) (2003)","Drama|Romance","Drama"
"9010","Love Me If You Dare (Jeux d'enfants) (2003)","Drama|Romance","Romance"
"9018","Control Room (2004)","Documentary|War","Documentary"
"9018","Control Room (2004)","Documentary|War","War"
"25746","Hunchback of Notre Dame, The (1923)","Drama|Horror","Drama"
"25746","Hunchback of Notre Dame, The (1923)","Drama|Horror","Horror"
"25750","Sherlock Jr. (1924)","Comedy|Fantasy|Romance","Comedy"
"25750","Sherlock Jr. (1924)","Comedy|Fantasy|Romance","Fantasy"
"25750","Sherlock Jr. (1924)","Comedy|Fantasy|Romance","Romance"
"25752","Freshman, The (1925)","Comedy","Comedy"
"25753","Greed (1924)","Drama","Drama"
"25757","Jazz Singer, The (1927)","Drama|Musical|Romance","Drama"
"25757","Jazz Singer, The (1927)","Drama|Musical|Romance","Musical"
"25757","Jazz Singer, The (1927)","Drama|Musical|Romance","Romance"
"25769","Steamboat Bill, Jr. (1928)","Comedy|Romance","Comedy"
"25769","Steamboat Bill, Jr. (1928)","Comedy|Romance","Romance"
"25771","Andalusian Dog, An (Chien andalou, Un) (1929)","Fantasy","Fantasy"
"25773","Little Caesar (1931)","Crime|Drama","Crime"
"25773","Little Caesar (1931)","Crime|Drama","Drama"
"25782","Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)","Comedy","Comedy"
"25788","Scarface (1932)","Crime|Drama","Crime"
"25788","Scarface (1932)","Crime|Drama","Drama"
"25795","Dinner at Eight (1933)","Comedy|Drama|Romance","Comedy"
"25795","Dinner at Eight (1933)","Comedy|Drama|Romance","Drama"
"25795","Dinner at Eight (1933)","Comedy|Drama|Romance","Romance"
